fecha,year,month,disponibilidad,demanda_maxima,afectacion,deficit,respaldo,horario_pico,unidades_averia,unidades_mantenimiento,limitacion_termica,motores_impacto
2025-01-04 08:43:00,2025,enero,2170.0,2900.0,800.0,730.0,0,56,3,4,285.0,230.0
2025-01-05 09:19:00,2025,enero,2127.0,2700.0,693.0,623.0,0,47,4,4,263.0,260.0
2025-01-06 08:21:00,2025,enero,2130.0,3000.0,940.0,870.0,0,47,3,4,276.0,205.0
2025-01-08 08:56:00,2025,enero,2130.0,3100.0,1040.0,970.0,0,64,2,4,293.0,195.0
2025-01-09 09:27:00,2025,enero,2200.0,2900.0,770.0,700.0,0,64,0,4,235.0,203.0
2025-01-10 10:09:00,2025,enero,,,805.0,735.0,0,86,0,0,,
2025-01-11 10:55:00,2025,enero,2200.0,,770.0,700.0,0,-1,0,0,,
2025-01-12 09:39:00,2025,enero,2100.0,2950.0,920.0,850.0,0,0,0,4,282.0,243.0
2025-01-13 10:05:00,2025,enero,2110.0,3000.0,960.0,890.0,0,50,1,5,335.0,239.0
2025-01-14 08:22:00,2025,enero,2055.0,3120.0,1135.0,1065.0,0,82,2,5,285.0,182.0
2025-01-15 09:12:00,2025,enero,2081.0,3240.0,1229.0,1159.0,0,73,1,5,340.0,212.0
2025-01-16 09:46:00,2025,enero,2020.0,3250.0,1300.0,1230.0,1,0,1,5,344.0,169.0
2025-01-18 08:43:00,2025,enero,2100.0,3200.0,1170.0,1100.0,0,0,1,5,451.0,323.0
2025-01-19 08:57:00,2025,enero,1750.0,3100.0,1420.0,1350.0,0,83,3,5,275.0,276.0
2025-01-20 09:22:00,2025,enero,1640.0,3250.0,1680.0,1610.0,0,65,0,2,251.0,296.0
2025-01-21 10:21:00,2025,enero,1720.0,3250.0,1600.0,1530.0,0,0,4,4,255.0,285.0
2025-01-22 09:30:00,2025,enero,2080.0,3280.0,1270.0,1200.0,0,64,1,4,363.0,208.0
2025-01-24 10:20:00,2025,enero,2100.0,3050.0,1020.0,950.0,0,73,0,2,386.0,178.0
2025-01-25 09:59:00,2025,enero,2010.0,3000.0,1060.0,990.0,0,82,1,4,392.0,278.0
2025-01-29 10:16:00,2025,enero,1925.0,3220.0,1365.0,1295.0,0,78,2,4,359.0,409.0
2025-02-01 09:31:00,2025,febrero,1765.0,3200.0,1505.0,1435.0,0,82,2,5,277.0,431.0
2025-02-03 11:36:00,2025,febrero,1825.0,3300.0,1545.0,1475.0,0,0,0,2,265.0,284.0
2025-02-04 09:07:00,2025,febrero,1706.0,3350.0,1714.0,1644.0,0,82,0,2,151.0,340.0
2025-02-05 09:39:00,2025,febrero,1685.0,3250.0,1630.0,1560.0,0,35,0,2,160.0,342.0
2025-02-06 09:45:00,2025,febrero,1675.0,3180.0,1575.0,1505.0,0,0,0,2,193.0,279.0
2025-02-07 09:38:00,2025,febrero,1814.0,3180.0,1436.0,1366.0,0,0,0,2,342.0,305.0
2025-02-08 09:22:00,2025,febrero,2005.0,3300.0,1365.0,1295.0,0,36,0,2,325.0,411.0
2025-02-09 09:13:00,2025,febrero,1898.0,3200.0,1372.0,1302.0,1,38,0,2,492.0,350.0
2025-02-10 08:28:00,2025,febrero,1845.0,3300.0,1525.0,1455.0,0,0,2,4,411.0,421.0
2025-02-11 08:49:00,2025,febrero,1960.0,3350.0,1460.0,1390.0,0,73,0,2,390.0,333.0
2025-02-12 09:54:00,2025,febrero,1490.0,3290.0,1870.0,1800.0,0,46,2,2,250.0,407.0
2025-02-13 09:11:00,2025,febrero,1460.0,3200.0,1810.0,1740.0,0,0,6,4,235.0,340.0
2025-02-14 08:48:00,2025,febrero,1735.0,3100.0,1435.0,1365.0,0,82,3,4,331.0,374.0
2025-02-15 10:01:00,2025,febrero,1735.0,3100.0,1435.0,1365.0,0,82,3,4,331.0,374.0
2025-02-16 09:16:00,2025,febrero,1840.0,3250.0,1480.0,1410.0,0,0,2,2,290.0,251.0
2025-02-17 08:30:00,2025,febrero,1830.0,3280.0,1520.0,1450.0,0,0,2,2,293.0,330.0
2025-02-18 08:46:00,2025,febrero,1800.0,3350.0,1620.0,1550.0,0,73,2,2,272.0,441.0
2025-02-19 08:31:00,2025,febrero,1590.0,3200.0,1680.0,1610.0,0,14,4,4,325.0,468.0
2025-02-20 09:53:00,2025,febrero,1810.0,3250.0,1510.0,1440.0,0,82,4,4,396.0,200.0
2025-02-21 09:39:00,2025,febrero,1756.0,3250.0,1564.0,1494.0,1,43,2,4,438.0,418.0
2025-02-22 09:31:00,2025,febrero,1603.0,3090.0,1557.0,1487.0,0,46,5,4,438.0,398.0
2025-02-23 11:33:00,2025,febrero,1590.0,3150.0,1630.0,1560.0,0,83,7,4,250.0,520.0
2025-02-24 08:51:00,2025,febrero,1484.0,3150.0,1736.0,1666.0,0,-1,2,2,392.0,582.0
2025-02-25 09:54:00,2025,febrero,1558.0,3080.0,1592.0,1522.0,0,64,2,2,392.0,422.0
2025-02-26 09:40:00,2025,febrero,1629.0,3200.0,1641.0,1571.0,0,37,2,2,360.0,566.0
2025-02-27 09:42:00,2025,febrero,1720.0,3200.0,1550.0,1480.0,0,0,2,2,367.0,503.0
2025-02-28 09:01:00,2025,febrero,1695.0,3250.0,1625.0,1555.0,0,73,5,4,310.0,522.0
2025-03-01 09:07:00,2025,marzo,1745.0,3250.0,1575.0,1505.0,0,73,0,2,419.0,489.0
2025-03-02 10:23:00,2025,marzo,1908.0,3150.0,1312.0,1242.0,0,0,0,4,501.0,507.0
2025-03-03 08:53:00,2025,marzo,1723.0,3250.0,1597.0,1527.0,0,82,0,2,438.0,816.0
2025-03-04 08:52:00,2025,marzo,1593.0,3200.0,1677.0,1607.0,0,84,0,2,430.0,571.0
2025-03-05 09:06:00,2025,marzo,1624.0,3280.0,1726.0,1656.0,0,0,0,2,375.0,514.0
2025-03-06 08:59:00,2025,marzo,1926.0,3200.0,1344.0,1274.0,0,0,0,2,385.0,501.0
2025-03-07 09:12:00,2025,marzo,1930.0,3250.0,1390.0,1320.0,0,0,0,2,403.0,782.0
2025-03-08 09:10:00,2025,marzo,1851.0,3250.0,1469.0,1399.0,0,46,3,5,343.0,312.0
2025-03-09 09:55:00,2025,marzo,1820.0,3050.0,1300.0,1230.0,0,82,3,5,343.0,261.0
2025-03-10 09:10:00,2025,marzo,1760.0,3200.0,1510.0,1440.0,0,64,3,5,343.0,383.0
2025-03-11 09:23:00,2025,marzo,1860.0,3200.0,1410.0,1340.0,0,0,0,2,409.0,354.0
2025-03-12 10:39:00,2025,marzo,1775.0,3000.0,1295.0,1225.0,0,0,0,2,526.0,451.0
2025-03-13 08:50:00,2025,marzo,1875.0,3250.0,1445.0,1375.0,0,0,0,2,419.0,421.0
2025-03-14 11:01:00,2025,marzo,1940.0,3250.0,1380.0,1310.0,0,-1,0,2,481.0,448.0
2025-03-17 09:24:00,2025,marzo,1995.0,3280.0,1355.0,1285.0,0,82,3,5,481.0,158.0
2025-03-18 09:06:00,2025,marzo,1900.0,3200.0,1370.0,1300.0,0,0,0,2,435.0,176.0
2025-03-20 09:30:00,2025,marzo,1900.0,3200.0,1370.0,1300.0,1,43,0,2,435.0,176.0
2025-03-21 09:23:00,2025,marzo,1980.0,3150.0,1240.0,1170.0,0,0,0,2,,
2025-03-22 09:52:00,2025,marzo,1970.0,3050.0,1150.0,1080.0,0,82,2,5,,
2025-03-23 09:56:00,2025,marzo,1960.0,3020.0,1130.0,1060.0,0,76,0,2,,
2025-03-24 09:26:00,2025,marzo,1897.0,3250.0,1423.0,1353.0,1,43,0,2,332.0,521.0
2025-03-25 10:43:00,2025,marzo,1940.0,3260.0,1390.0,1320.0,1,43,0,2,,
2025-03-26 09:29:00,2025,marzo,1865.0,3200.0,1405.0,1335.0,0,0,0,2,,
2025-03-27 10:04:00,2025,marzo,1835.0,3280.0,1515.0,1445.0,0,17,1,6,,
2025-03-29 10:12:00,2025,marzo,1830.0,3280.0,1520.0,1450.0,0,85,0,4,,
2025-03-30 10:41:00,2025,marzo,1800.0,3300.0,1570.0,1500.0,0,0,0,4,,
2025-03-31 09:55:00,2025,marzo,1990.0,3350.0,1430.0,1360.0,0,73,0,4,341.0,485.0
2025-04-01 10:17:00,2025,abril,1870.0,3380.0,1580.0,1510.0,0,82,2,6,311.0,447.0
2025-04-02 09:30:00,2025,abril,1910.0,3400.0,1560.0,1490.0,0,64,1,8,384.0,460.0
2025-04-03 08:48:00,2025,abril,1975.0,3450.0,1545.0,1475.0,0,0,1,8,464.0,485.0
2025-04-04 10:58:00,2025,abril,1840.0,3450.0,1680.0,1610.0,0,73,0,4,350.0,501.0
2025-04-05 09:47:00,2025,abril,1885.0,3450.0,1635.0,1565.0,0,85,0,4,346.0,565.0
2025-04-06 08:58:00,2025,abril,1905.0,3450.0,1615.0,1545.0,0,73,0,4,366.0,423.0
2025-04-07 10:23:00,2025,abril,1864.0,3500.0,1706.0,1636.0,1,41,3,4,392.0,456.0
2025-04-08 10:31:00,2025,abril,1927.0,3500.0,1643.0,1573.0,0,82,3,4,461.0,307.0
2025-04-09 09:51:00,2025,abril,1930.0,3400.0,1540.0,1470.0,0,0,0,2,394.0,345.0
2025-04-10 09:33:00,2025,abril,1930.0,3400.0,1540.0,1470.0,0,0,0,2,394.0,345.0
2025-04-12 10:11:00,2025,abril,1810.0,3300.0,1560.0,1490.0,0,82,0,2,391.0,553.0
2025-04-13 10:06:00,2025,abril,1930.0,3300.0,1440.0,1370.0,0,0,0,2,391.0,564.0
2025-04-14 08:46:00,2025,abril,1838.0,3250.0,1482.0,1412.0,1,0,0,2,411.0,659.0
2025-04-15 09:13:00,2025,abril,1820.0,3390.0,1640.0,1570.0,0,0,0,4,412.0,619.0
2025-04-16 09:05:00,2025,abril,1731.0,3350.0,1689.0,1619.0,0,21,1,6,358.0,603.0
2025-04-17 09:17:00,2025,abril,1769.0,3400.0,1701.0,1631.0,0,0,0,4,342.0,614.0
2025-04-18 12:04:00,2025,abril,2035.0,3400.0,1435.0,1365.0,0,44,0,0,322.0,627.0
2025-04-19 09:13:00,2025,abril,2035.0,3400.0,1435.0,1365.0,0,70,0,4,322.0,627.0
2025-04-20 08:20:00,2025,abril,1654.0,3350.0,1766.0,1696.0,0,0,2,2,265.0,490.0
2025-04-21 09:27:00,2025,abril,1652.0,3450.0,1858.0,1798.0,0,73,2,4,262.0,466.0
2025-04-22 10:02:00,2025,abril,1752.0,3350.0,1668.0,1598.0,0,82,4,4,232.0,474.0
2025-04-23 10:31:00,2025,abril,1704.0,3350.0,1716.0,1646.0,0,82,2,2,337.0,649.0
2025-04-24 07:59:00,2025,abril,1720.0,3380.0,1730.0,1660.0,0,0,0,2,321.0,700.0
2025-04-25 09:05:00,2025,abril,1650.0,3380.0,1800.0,1730.0,0,0,0,2,399.0,725.0
2025-04-26 11:59:00,2025,abril,1771.0,3400.0,1699.0,1629.0,1,40,3,4,355.0,741.0
2025-04-27 10:09:00,2025,abril,1857.0,3300.0,1513.0,1443.0,0,0,0,2,399.0,656.0
2025-04-28 09:51:00,2025,abril,1947.0,3300.0,1423.0,1353.0,0,-1,0,2,399.0,666.0
2025-04-29 09:29:00,2025,abril,1870.0,3420.0,1620.0,1550.0,0,0,0,2,383.0,706.0
2025-04-30 09:43:00,2025,abril,1940.0,3400.0,1530.0,1460.0,0,0,0,2,368.0,644.0
2025-05-01 11:50:00,2025,mayo,2035.0,3150.0,1185.0,1115.0,0,0,0,2,399.0,558.0
2025-05-02 11:58:00,2025,mayo,2014.0,3350.0,1406.0,1336.0,0,73,0,0,518.0,872.0
2025-05-03 08:39:00,2025,mayo,2053.0,3400.0,1417.0,1347.0,0,73,0,0,488.0,577.0
2025-05-04 11:00:00,2025,mayo,2053.0,3400.0,1417.0,1347.0,0,79,1,0,413.0,573.0
2025-05-05 09:10:00,2025,mayo,1790.0,3400.0,1680.0,1610.0,0,82,3,4,413.0,610.0
2025-05-06 10:03:00,2025,mayo,1875.0,3380.0,1575.0,1505.0,0,0,0,0,301.0,545.0
2025-05-07 09:23:00,2025,mayo,1780.0,3400.0,1690.0,1620.0,0,64,2,3,363.0,545.0
2025-05-08 09:44:00,2025,mayo,1910.0,3380.0,1540.0,1470.0,0,0,0,0,317.0,
2025-05-09 08:27:00,2025,mayo,1858.0,3400.0,1612.0,1542.0,0,0,2,3,338.0,462.0
